,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,min_salary,max_salary,Cleaned_company_name,State,City,Age,Python,Java,SQL,Scala,Spark,Hadoop,Yarn,AWS,Tableau,Matplotlib,Pandas,Docker,Kubernetes,Neural Networks,R,Seaborn,Job_simplified,Seniority,Length_of_job_desc,avg_salary
588,Staff Scientist/Sr. Staff Scientist,$71k-$92k (Glassdoor Est.),"Headquartered in Brisbane, Calif., CareDx, Inc. is a leading precision medicine solutions company focused on the discovery, development and commercialization of clinically differentiated, high-value healthcare solutions for transplant patients and caregivers. CareDx offers products, testing services and digital healthcare solutions along the pre- and post-transplant patient journey, and is the leading provider of genomics-based information for transplant patients.

Staff Scientist/Sr. Staff Scientist

We are seeking a highly motivated, critical, and creative Staff Scientist/Sr. Staff Scientist to join the CareDx R&D group. This is an exciting opportunity to be part of a growing, dynamic, and collaborative R&D team innovating cutting-edge technology. The primary function of this position will be to drive development of innovative diagnostic solutions for transplant recipients. The ideal candidate will be able to lead assay development and validation projects, have experience interfacing with cross functional teams including bioinformatics, biostatistics, data science, clinical and lab operations; and have experience in molecular biology methods for nucleic acid characterization and applications.

Responsibilities as follows, but not necessarily limited to:
Lead the initiation, design and execution of experiments to develop novel high-value diagnostic tests
Use molecular biology approaches to independently develop and optimize molecular diagnostics assays based on gene expression
Independently perform basic analysis of high-dimensional data
Coordinate with statistics and bioinformatics teams for high-level data analysis and gene expression signature development
Provide expert support, guidance and mentorship for experiment design, data analysis and results communication to the broader scientific team
Interface with staff in multiple departments and clearly communicate results with colleagues and R&D management, as well as externally at scientific meetings and conferences
Lead project through development, validation and launch
Qualifications:

Ph.D. in genomics, molecular biology or a related discipline with 10+ years of experience and at least 5 years of industry experience.
Strong background in molecular biology
Expert in nucleic acid sample preparation
Experience in development or optimization of nucleic acid technologies related to measuring gene expression, e.g. qPCR, dPCR and multiplex PCR
Ability to collect requirements, plan activities and prioritize activities/assignments to supporting team members.
Able to identify risk and provide recommendations for risk mitigation in area of responsibility and at project level.
Excellent interdisciplinary communication skills required
Bioinformatics skills such as programming and data mining are a plus
Good organizational skills, and detail oriented
Additional Details:


Every individual at CareDx has a direct impact on our collective mission to improve the lives of organ transplant patients worldwide. We believe in taking great care of our people, so they take even greater care of our patients.

Our competitive Total Rewards package includes:
Competitive base salary and incentive compensation
Health and welfare benefits including a gym reimbursement program
401(k) savings plan match
Employee Stock Purchase Plan
Pre-tax commuter benefits
And more!
In addition, we have a Living Donor Employee Recovery Policy that allows up to 30 days of paid leave annually to a full-time employee who makes the selfless act of donating an organ or bone marrow.

With products that are making a difference in the lives of transplant patients today and a promising pipeline for the future, its an exciting time to be part of the CareDx team. Join us in partnering with transplant patients to transform our future together.

CareDx, Inc. is an Equal Opportunity Employer and participate in E-Verify program.
******* We do not accept resumes from headhunters, placement agencies, or other suppliers that have not signed a formal agreement with us.",2.4,"CareDx
2.4","Brisbane, CA",201 to 500 Employees,1998,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),0,71,92,CareDx,CA,Brisbane,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Research Scientist,Senior,4032,81.5
589,DATA ENGINEER,$71k-$92k (Glassdoor Est.),"DATA ENGINEER

Job Details
Job Location
Keet Health - Austin, TX
Description
Are you looking for a fast-paced company where our people are our competitive advantage? A company that fosters your entrepreneurial spirit by encouraging you to act like an owner? Do you have the passion and drive to push beyond the adequate to exceptional? Are you passionate about fixing the healthcare system? If so, you may be perfect for our open position.

Keet is a team of passionate, fun-having, taco-loving people on a mission to make healthcare experiences feel better.

At Keet, we help put humanity back into healthcare. It feels good to know that what we do ultimately contributes to a patient’s well-being. We know our clients, and our client’s patient’s want to get back to doing more of what they love, so that is the core of our culture—merging talented people doing what they love, to create products that help others do the same.

DATA ENGINEER

ROLE SUMMARY

The position of Data Engineer will help to create new reporting solutions for Keet Health’s platform, and improve current solutions. The Data Engineer position will be working with a variety of databases (MySQL, Postgres, MongoDB, etc) to be deployed in a cloud infrastructure (AWS) and made available in AWS Quicksight.
Qualifications
ESSENTIAL RESPONSIBILITIES
Develop and maintain reporting processes and ETL solutions for moving data
Develop reporting solutions for internal and external customers
Develop and maintain ETL solutions for moving data into reporting schemas
EDUCATION AND EXPERIENCE
Bachelors degree or computer science, engineering, data analytics or equivalent experience in related fields.
Experience with SQL (MySQL, Postgres, etc) and NoSQL (Mongo, etc) databases.
Experience with scripting languages (python, scala, ruby)
Comfortable working using the command line (Bash, etc)
Experience with cloud server architectures (AWS, Azure)
Experience with Linux.
KNOWLEDGE, SKILLS, AND ABILITIES
Must have 5+ years using SQL, and NoSQL database
Must have 3+ years experience working as a data engineer
Must have skills in linux, Bash, cloud infrastructure, docker, mobile development, analytics,
Must have experience using git, and worked in an agile development environment
Must have familiarity with AWS data technologies such as Glue, Redshift, S3, and other big da-ta technologies
Nice to have medical industry experience.
Nice to have Java experience.
Nice to have experience with AWS Glue, Athena, and QuickSight.
OUR CORE VALUES
• Collaboration: We're continuously learning how to work together, better.
• Heart: We've got it, and we're not afraid to show it.
• Innovation: We are lifelong learners.
• Service: We’re here to serve.
• Humility: We're humans, and we come from dirt.

PERKS

(We’ve got them).

Keet offers a competitive benefits package with fully-paid medical benefits, unlimited PTO, company hosted lunches, happy hours, and special events.

We have a flexible work from home policy dependent upon productivity and ability to communicate effectively. Oh, and we have snacks. Our office is located in the hip south river district of Austin, TX in the heart of Austin weirdness.

Keet is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, national or ethnic origin, sex, sexual orientation, gender identity or expression, age, disability, protected veteran status or other characteristics protected by law.",2.9,"Clinicient
2.9","Austin, TX",51 to 200 Employees,2004,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),0,71,92,Clinicient,TX,Austin,16,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,Data Engineer,NA,3453,81.5
590,Applied Data Scientist,$71k-$92k (Glassdoor Est.),"· PhD or MS in computer science, machine learning, statistics, mathematics, or another quantitative field
· Experience using Java, C++, or another modern programming language, as well as with Python, R, or similar language
· Proven track record in prototyping and deploying ML solutions

Are you looking for an opportunity to create a new, global product from scratch? AWS is seeking an innovative, passionate, results-oriented scientist to own software systems, products, and tools to build an exciting new global product. This is a confidential strategic initiative for AWS.

We are looking for an individual that thrives in high-bar engineering and ML cultures, and is passionate about using ML to give customers insights that are timely, accurate, and actionable, and using the intersection of software and data to give their customers “superpowers.”

We have a team culture that encourages innovation and we expect team members and management alike to take high degree of ownership for their program vision and execution of ideas. Beyond a strong research background, a successful candidate will have experience successfully building models and taking them to production at scale. We are looking for someone who is a self-starter, who approaches complex business questions with data and curiosity, and who dives below the surface to identify the root cause and ""so what"" rather than just superficial trends.

As an Applied Data Scientist, you will solve a variety of technical challenges and mentor other scientists and engineers. You will play an active role in translating business and functional requirements into concrete deliverables and build quick prototypes or proofs of concept in partnership with other technology leaders within the team. You will tackle challenging, novel situations every day and you’ll have the opportunity to work with multiple technical teams across Amazon. You should be comfortable with a degree of ambiguity that’s higher than most projects and relish the idea of solving new problems at scale.

· Hands-on experience with NLP, information extraction, recommender systems, intelligent agents, and/or reinforcement learning
· 1+ years of practical experience applying ML or predictive modeling to solve complex problems
· Proven track record of production achievements, handling terabyte-size datasets
· Strong publication record at top conferences and journals
· Practical experience with a broad range of theoretical methods, ML approaches, and practical techniques for applying ML and deep learning on large datasets
· Strong personal interest in learning, researching, and creating new technologies with high commercial impact.
· Superior verbal and written communication and presentation skills, ability to convey rigorous mathematical concepts to non-experts.
· Meets/exceeds Amazon’s leadership principles requirements for this role
· Meets/exceeds Amazon’s functional/technical depth and complexity for this role

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the bias of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit: https://www.amazon.jobs/en/disability/us.",3.9,"Amazon Web Services, Inc.
3.9","Boston, MA",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),0,71,92,"Amazon Web Services, Inc.",MA,Boston,26,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,Data Scientist,NA,3379,81.5
591,"Senior Data Scientist, Schools",$71k-$92k (Glassdoor Est.),"What do we do?

At Teachers Pay Teachers (TpT), we're unlocking the power of educator-created content. More than 3 out of 4 teachers in the U.S., Canada, and Australia come to TpT every year to get teacher-tested, engaging, and rigorous materials. What began as a humble exchange for teachers looking to share lesson plans has since exploded into a massive marketplace where teachers have created more than 4 million resources for all aspects of PreK-12 education. More than six million educators worldwide (including teachers, administrators, and parents) have downloaded TpT resources more than a billion times. According to Fast Company, Teachers Pay Teachers is one of the top 50 Most Innovative Companies in the world in 2019. If you haven't heard of TpT yet and want to learn more, just ask a teacher.

Role

As a Senior Data Scientist you will be responsible for finding valuable insights related to our new and rapidly growing TpT School Access subscription product. You will work with product managers, business managers, data analysts, and data engineers across Engineering, Product, Sales and Marketing, and you'll use research techniques such as data visualization, statistical modeling, and machine learning to explore data, test hypotheses, identify underlying causes and patterns, and find the best ways to turn these insights into better decisions and product improvements.

You should be deeply curious, comfortable solving unstructured problems with large datasets, and excited to learn and grow your skills and domain knowledge.

Responsibilities
Help the company understand user behavior and in turn improve our product. You'll use the tools of data science, from exploratory data analysis, through statistical and predictive modeling, to data visualization and presentation.
Be a creative, critical thinker and a key member of our product teams. You'll synthesize your quantitative results with deep domain knowledge and work with others to guide strategic and day-to-day decisions.
Develop insightful predictive models to improve internal decision-making, and prototype predictive models that could be incorporated into our products.
Perform research in a product and business-driven, fast-paced, dynamic environment.
Work within our analytics technical stack, including R, BigQuery, Heap, GitHub, LaunchDarkly, and Looker.
Mentor teammates and teach what you've learned.
Qualities for a successful candidate
A track record of value-creation in previous organizations, using data science techniques to model and explain user behavior on web sites and/or B2B purchasing behavior.
Advanced knowledge of SQL and R (or Python) for data science, including reproducible research tools and processes, data exploration and visualization, and statistical modeling.
Statistical and mathematical depth equivalent to a Masters in Applied Statistics, either from a degree program or experience, including advanced regression and probabilistic modeling.
Able to choose machine learning models, train and tune them with good practices, extract insights, and suggest opportunities to productionize them.
Outstanding communications skills, including the ability to speak clearly to technical and nontechnical audiences, present insights to groups, and write clearly.
Able to keep complex projects on track and focused on value-creation.
At least three years of insights-focused data science experience in industry (less if you have a PhD in a related field).
Extracurriculars:
Parental leave for both mothers and fathers to be able to take some quality time in bonding with their new addition to their family
Comprehensive Medical & Dental Benefits
Mother's Room
Quiet Room
Company Events (Bring Your Child to Work Day, Field Day, Camp TpT, Hackathons etc.)
Here at TpT we value Diversity & Inclusion and encourage people to bring their most authentic selves to work. We cultivate an environment where people are recognized and celebrated for their individuality.

Any TpT applicant who requires reasonable accommodations during the interview process can contact the TpT People Ops Team (accommodations@teacherspayteachers.com) to make the need for an accommodation known.

Finally, if you're a California resident, California law requires that we provide you notice about the collection and use of your personal information. We encourage you to read it carefully. You can find our full notice here.",4.9,"Teachers Pay Teachers
4.9","New York, NY",51 to 200 Employees,2006,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,71,92,Teachers Pay Teachers,NY,New York,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Data Scientist,Senior,4404,81.5
592,Search Science Data Scientist,$71k-$92k (Glassdoor Est.),"Looking to make an impact on the future of global commerce? Do you want to shape how millions of people buy, sell, and engage around the world? The Search Query Understanding team is the biggest contributor to eBay’s search/query processing and drives a significant portion of revenue. We are growing at a rapid pace and committed to building a stellar team. We are a team where people who think and do things differently and win are rewarded and grow. Our team is results-oriented and hardworking. We are building solutions for core e-commerce search problems such as query rewriting, query annotation/classification, query recovery with state-of-the-art ML algorithms tailored to understand large-scale user behavioral signals. The environment is friendly and fun. We get things done that make a difference. We are looking for stellar applied researchers to join us and build the next generation of query understanding products in eBay search. If you enjoy the scale and technical complexity of query processing (understanding query intent, entity resolution and tagging, categorization, intelligent query rewrites and clustering, application of knowledge graph, to name a few) and want to be at the frontier of applied research in e-commerce, join now. Help us redefine query understanding at eBay. Job Responsibilities Seek scientifically valid solutions that deliver real value to eBay customers Build machine learning models and data pipelines to deliver insightful yet practical solutions Work with multiple teams to help promote standard scientific methodologies and processes in your field Present key technical and novel research work in public forums and conferences Basic Qualifications MS or PhD in Computer Science, Statistics, Mathematics, or equivalent PhD or 1-3 years (with MS) of industrial experience in a related field Experience with one or more of the following: classification, regression, NLP, GBM, recommendation systems, clustering, fraud detection, DeepLearning/Neural Networks, or related Experience in big data processing, e.g. Hadoop, SQL, Spark Experience with Python or R, and Java or Scala or C/C++ (Optional) Related publications in quality conferences or journals This website uses cookies to enhance your experience. By continuing to browse the site, you agree to our use of cookies View our privacy policy View our accessibility info eBay Inc. is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, sex, sexual orientation, gender identity, veteran status, and disability, or other legally protected status. If you are unable to submit an application because of incompatible assistive technology or a disability, please contact us at talent@ebay.com. We will make every effort to respond to your request for disability assistance as soon as possible. For more information see: EEO is the Law Poster EEO is the Law Poster Supplement",3.8,"eBay Inc.
3.8","San Jose, CA",10000+ Employees,1995,Company - Public,Internet,Information Technology,$10+ billion (USD),0,71,92,eBay Inc.,CA,San Jose,25,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,Data Scientist,NA,2973,81.5
593,Data Engineer,$71k-$92k (Glassdoor Est.),"The Data Engineer will be responsible for expanding and optimizing our data and data pipeline architecture. The ideal candidate is experienced at data wrangling, enjoys data systems, and enjoys building things from the ground up. The data engineer will support the analytics teams at our client’s site by creating processes and programs to ingest the many unstructured files we receive, transform the data into a standard form and load it into the ecosystem. The right candidate will be excited with the prospect of optimizing and redesigning the client’s data architecture for the next set of data initiatives.
Use tools to build processes to extract, transform and load data from multiple sources
Assemble complex data sets that meet business requirements
Identify, design and implement processes to automate manual processes
Create structured datasets from unstructured data from multiple sources
Experience working with cross-functional teams in a dynamic environment
QUALIFICATIONS
3-5 years of experience with SQL query language plus experience creating complex queries
3-5 years of experience with Hadoop; specifically, Hive, HiveQL and HDFS
3-5 years of experience building processes supporting ETL work
1-3 years of experience building and optimizing big data pipelines and data sets
1-3 years of experience with programming languages: Python, Scala, PySpark
Strong Analytical skills
Bachelor’s Degree in Computer Science, Statistics, Information Systems or some other related field
OneMagnify powers business performance for its clients with actionable analytics, compelling marketing communications through brand strategy, and technology solutions for companies here and around the world. We think that’s pretty cool, making us an exciting place to work. But there is so much more to this employee-centric company. For example, it’s all the fun and important things we do—like our charitable giving team program, summer poker walks, quarterly cake day and, of course, the creative client solutions we deliver daily. It all stems from a culture of caring—for each other, our clients and the world around us.

OneMagnify is an equal opportunity employer.
OneMagnify is an Equal Opportunity Employer.",4.9,"OneMagnify
4.9","Dearborn, MI",201 to 500 Employees,1967,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,71,92,OneMagnify,MI,Dearborn,53,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,Data Engineer,NA,2208,81.5
594,H&H Modeling Engineer,$71k-$92k (Glassdoor Est.),"Woolpert, Inc. is a cutting-edge national architecture, engineering and geospatial (AEG) firm that delivers value to clients by blending engineering excellence with innovative technology and geospatial applications. Woolpert was recently certified as an Employer of Choice by Great Place To Work®. We believe great companies are built from exceptional people and amazing clients. As we grow, we are seeking an experienced H&H Modeling Engineer for our Water Resources Discipline in our Charlotte, NC or Columbia, SC office.

Responsibilities:
Conduct difficult to complex hydraulic and hydrologic modeling.
Assimilate and present data in reports and public forums.
Lead production of design calculations and technical reports.
Respond effectively to inquiries from clients and regulatory agencies.
Duties may include occasional field work and travel.
Requirements:
Candidate will have a minimum BS and preferred MS in Civil, Environmental, Biosystems, or Agricultural Engineering and at least ten (10) years related experience.
Candidate will be a licensed Professional Engineer (PE).
Experience in operating hydrologic and hydraulic modeling software for stormwater/water/wastewater analysis using software such as (EPA/XP/Info/PC)-SWMM, HEC-HMS, HEC-RAS (2D), GeoHECRAS, ICPR (2D), InfoWorks ICM, InfoWater, StormCAD, SewerGEMS, WaterGEMS, and MikeUrban.
The ideal candidate must have experience in stormwater systems, wastewater collection systems, and water distribution systems modeling and analysis.
Candidate must be highly motivated, possess strong organizational and time management skills, and excel in a multidiscipline project team environment.
Experience with ESRI ArcGIS software is strongly desired.
Job Type: Full-time",4.5,"Woolpert
4.5","Columbia, SC",501 to 1000 Employees,1911,Company - Private,Architectural & Engineering Services,Business Services,$100 to $500 million (USD),0,71,92,Woolpert,SC,Columbia,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,H&H Modeling Engineer,NA,1734,81.5
595,(Sr.) Data Analyst -,$71k-$92k (Glassdoor Est.),"Wednesday, August 5, 2020

Merrick Bank is a top-25 credit card issuer and merchant acquirer in the VISA/MasterCard networks, and a major recreational vehicle lender.
The Bank is a Utah Financial Institution and a member of the FDIC.

At
Merrick Bank, we specialize in credit programs that assist people looking to
build or rebuild their credit. We are FDIC insured and recognized as a top-20
issuer of Visa® cards. In total, we proudly serve over 2.4 million cardholders
and have extended over $5.3 billion in credit.

Our
Mission is to make a positive difference in the lives of our customers, our
employees, and our community. We work hard to create a work environment that
empowers our associates to grow, learn, and reach their potential.

This
position is responsible for running multiple monthly processes, extracting
data, maintaining/updating analytical files and data sources, producing ad-hoc
reports and working with the new accounts analytical team. The candidate will improve current processes
through automation, streamlining, and general improvement of the process. Further this candidate will be responsible
for time-sensitive processes requiring audits that involve other departments
and will require being able to explain month to month changes in the audit
reports. This candidate will work
closely with other analysts in the group to assist them in their role through
education of data sources and providing data when needed. Previous experience with large datasets using
R, SQL, or SAS is desired, particularly updating and maintaining
databases. Previous experience with
quality assurance or business intelligence reporting is also useful –
particularly using Shiny or R.

QUALIFICATIONS:

·
Bachelor's degree in a field related to the following skill
set is required. A Master’s degree is
preferred.

·
Expertise with SQL and some familiarity with programming
(SAS being ideal) is required.

·
Knowledge of R, Python, Java script, Shiny, Html, or CSS are
desired.

·
A firm understanding of data manipulation and extraction is
necessary.

BONUS POINTS:

·
Experience with Docker, and Git would is desirable.

·
Experience working with databases is desirable. We are currently using PostgreSQL.

·
Any experience with BI tools such as Shiny (R) or Dash
(python), or writing automated reports with LaTeX is desirable.

·
Experience finding issues with data is desirable.

·
Experience in the banking industry, specifically in credit
cards is desirable.

PRIMARY DUTIES:

·
Monthly process.

·
Prospect selection process and audit.

·
Quality assurance of data processes.

·
Improving the current data environment and making it faster,
and easier to access.

·
Documenting all data and processes the department develops
and utilizes.

·
Effective written and verbal communication skills.

·
Work effectively both individually and in a collaborative
manner with a team.

·
Compliance with Laws & Regulations:

·
Responsible for complying with all of the Bank’s internal
control policies and procedures.

·
Responsible for understanding and complying with all laws
and regulations to which the Bank is subject.

·
Responsible for communicating problems in operations,
noncompliance with the code of conduct, noncompliance with laws and regulations,
policy violations, or illegal acts.

What’s in it for you:

Competitive salary (DOE)

Benefits package
Medical, Dental and Vision (plus much more)

401(k) Plan with Company
Match

Short & Long Term Disability

Group Life and AD&D
Insurance

Paid Vacation, Holidays,
and Personal Days

Employee Events,
including Employee Appreciation Day, Holiday Party, etc.

Tuition Reimbursement
Program

Candidates must have unrestricted authority to work in the
United States without sponsorship.

Merrick Bank is an equal opportunity employer. We
evaluate qualified applicants
without regard to race, color, religion, sex, national origin, disability,
veteran status, and other legally protected characteristic. The EEO is
the
Law poster is available here: http://www1.eeoc.gov/employers/poster.cfm

Please go to our website www.merrickbank.com to apply and learn more about our company

We are an equal opportunity employer. Merrick Bank will do a thorough background check for all hires. This includes a review of your personal credit history, drug testing, background check, and employment/personal references. A good credit history is important.

Other details
Job Family
Account Acquisition & Data Science
Pay Type
Salary",3.5,"Merrick Bank
3.5",Utah,201 to 500 Employees,1997,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,0,71,92,Merrick Bank,UT,Utah,23,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,Data Analyst,Senior,4483,81.5
596,"Data Scientist, Networking",$71k-$92k (Glassdoor Est.),"Data Scientist, Networking
Mountain ViewR&DExperienced
Responsibilities
Founded in 2012, ByteDance is a technology company operating a range of content platforms that inform, educate, entertain and inspire people across languages, cultures and geographies.

With a suite of more than a dozen products, including TikTok, Douyin, Toutiao, Helo and Resso, ByteDance now has a portfolio of applications available in over 150 markets and 75 languages.

ByteDance Networking brings together innovative ideas and technologies from network architecture, software defined networking (SDN), network virtualization, switch software and hardware co-design, and high-speed networking, to create hyperscale data-center networking solutions that power several of the most popular apps of the world such as Douyin and TikTok which serve hundreds of millions of users around the globe.

ByteDance Networking is responsible for designing, building, and operating the global, intelligent network infrastructure to meet the requirements of high availability, scalability, and high-performance. By joining this team, you will gain marketable software development and/or network operation experiences in data center networking at massive scale.

We are looking for candidates with strong networking background, solid data analysis and software development skills, who can utilise data-driven techniques in building solutions to help manage, scale and optimize Bytedance's networking infrastructure.

Responsibilities
• Interact with teams (both internal/external to networking) to understand use cases and define specific requirements for networking data analysis;
• Develop scalable software pipeline for collection and aggregation of a vast amount of data retrieved from underlying networking systems, including but not limited to network resource usage, traffic statistics, device operation status, etc., and make the data universally available for both real-time and retrospective/forensic analysis use cases;
• Develop analytical models to extract statistical properties and causality from and between networking events;
• Continuously make recommendations/prediction based on results derived to optimize networking system efficiency and improve underlying networking infrastructure's availability.
Qualifications
• Strong networking and distributed system background with solid understanding of common protocols, network monitoring techniques such as sFlow, SNMP, etc; experience in large scale networking system development is a plus;
• Hands on experience handling terabyte size datasets, applying statistics and machine learning techniques and algorithms, using visualization tools to present data;
• Master of at least one of the mainstream coding languages including Python, Java, R, Scala, Go, C++, etc, and capability to read and understand others;
• Great verbal and written communication skills;
• Bachelor degree or above in Mathematics, Statistics, Physics, Computer Science , Electrical Engineerings is preferred; master or Ph.D with networking research experience is a plus.

ByteDance is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At ByteDance, our mission is to inspire creativity and enrich life. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too.

ByteDance is committed to providing reasonable accommodations during our recruitment process. If you need assistance or accommodation, please reach out to usrc@bytedance.com
Apply
Share to",3.8,"ByteDance
3.8","Mountain View, CA",10000+ Employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,71,92,ByteDance,CA,Mountain View,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Data Scientist,NA,3910,81.5
597,Data Scientist (Remote Work Option),$71k-$92k (Glassdoor Est.),"Relocation Assistance Offered Within Country
# 88040 - Topeka, Kansas, United States

Job Summary:

We are looking for a Data Scientist who will support our cross-functional teams with insights gained from analyzing company data. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They must have a proven ability to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.

Main Responsibilities:
Develop custom data models and algorithms to address business challenges
Assess quality of data sources
Evaluate technical feasibility of business problems
Coordinate with different functional teams to implement models and monitor outcomes
Develop processes and tools to monitor and analyze model performance and data accuracy
Lead data automation projects to aggregate disparate data sources
Partner with IT to align on data architecture, tools and technologies
Main Requirements:
Bachelor's degree required; Certificate, Master’s or PHD in Statistics, Mathematics, Computer Science or another quantitative field a plus
At least 2 years experience using computer languages (Python, R, SQL, etc.) to manipulate data and draw insights from large data sets.
Experience communicating technical concepts to non-technical audiences
Experience with a variety of machine learning techniques (clustering, decision tree learning, neural networks, etc.) and their real-world advantages/drawbacks.
Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.
A drive to learn and master new technologies and techniques.
Experience working with and creating data architectures
Experience with cloud services: GCP, AWS, etc
Experience analyzing data from 3rd party providers: Google Analytics, Facebook Insights, Nielsen, etc.
Experience with big data tools: Hadoop, Spark, Kafka, etc.
Experience visualizing/presenting data for stakeholders using: Tableau, Data Studio, etc
Equal Opportunity Employer
Colgate is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity, sexual orientation, national origin, ethnicity, age, disability, marital status, veteran status (United States positions), or any other characteristic protected by law

Are you interested in working for Hill's Pet Nutrition? You can apply online and attach all relevant documents such as a cover letter and resume or CV. Applications received by e-mail are not considered in the selection process. Become part of our team. We look forward to your application.

Work that matters, fueled by passion for pets! At Hill’s we have a purpose. Every day around the world, we transform the lives of millions of pet families through pioneering innovation, amazing nutrition, and the best and brightest people. Founded more than 75 years ago with an unwavering commitment to pet nutrition, Hills' mission is to help enrich and lengthen the special relationships between people and their pets.

HILL'S® Prescription Diet® therapeutic pet foods, HILL'S® Science Diet® and HILL'S® Ideal Balance™ wellness pet foods are sold worldwide. Hill’s is a division of Colgate-Palmolive, a leading global consumer products company, tightly focused on Oral Care, Personal Care, Home Care and Pet Nutrition, with sales of products in more than 200 countries. To learn more about Hill's and Colgate, please visit http://www.hillspet.com and http://www.colgatepalmolive.com, or find us on LinkedIn, Facebook, Twitter and YouTube.

Reasonable accommodation during the application process is available for persons with disabilities. Please contact Application_Accommodation@colpal.com with the subject ""Accommodation Request"" should you require accommodation.",4.1,"Colgate-Palmolive Company
4.1","Topeka, KS",10000+ Employees,1806,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,71,92,Colgate-Palmolive Company,KS,Topeka,214,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,Data Scientist,NA,4397,81.5
